probe	01008T_E	01009_E	01012T_E	01013T_E	01015T_E	01016T_E	01017T_E	01018T_E	01019T_E	01020T_E	01022T_E	01025_E	01027_E	01028T_E	01029T_E	01030T_E	01031T_E	01032T_E	01033T_E	01034T_E	01035_E	01037_E	01040_E	01041_E	01044_E	01046_E	01048_E	1010-1	1012-1	1017-1	1022-1	1024-1	1031-1	1033	1034-2	1036-1	1047-1	1053-1	1056-4_DK	1058-2	1060-1	1065-1	1066-1	1073-1	1077-1	1078-1	1083-1	1086-1	1093-1	1105-1	1117-1	1131-1	1134-1	1145-1	1146-1	1158-1	1164-1	1182-1	1189-1	1191-1	1195	1206-1	1209-1	1210-1	1211-1	1211-2	1224-1	1238-1	1250-1	1252-1	1255-1	1257-1	1259-1	1264-1	1280-1	1282-1	1290-1	1293-1	1303-1	1325_S	1327-1	1330-1	1334-4	1335-1	1336-1	1337-1	1342-1	1345-2	1346-1	1349-1	1352-1	1354-1	1366-1	1367-1	1375-1	1379	1379-1	1390-1	1408-1	1412	1413	1415-1	1425-1_DK	1430-1	1434-1	1442	843-1	845-1	848	855-1	856-2	861-1	865-1	867	867_UK	876-1	879	880-1	881-1	886-1	8908_S	898-1	908	910	916-1	924-1	925-7	926-1	927-1	930-1	938-1	941-4	942-1	943	944-1	962-1	965	967-3	970-1	972-1	992-1	997-1	998-1	102_F	105_F	107_F	112_F	113_F	169_F	171_F	193_F	194_F	735-1_DK	1082-1_DK	112-10	129_UK	132_UK	140-16	154-5	167_UK	168_UK	177-1	187_UK	19134_S	19292_S	195	19700_S	19783_S	19992_S	20421_S	20577_S	20724_S	20750_S	20803_S	20975_S
SEQ1008	-2.5999168	-2.177506275	-1.0437761	-2.2090439	-1.3729972	-2.11273855	-2.12062045	-2.578175475	-2.4599793	-1.6789382	0.84040174	-1.68808885	-1.9999793	-3.0175164	-0.276224273	-1.496839775	-1.89011565	-2.1859336	-1.03847258	-1.6888575	-1.77954135	-0.745804768	-1.722686425	0.426819478	-0.471259888	-1.114739725	-1.718363675	-0.441102728	-1.7930658	-0.119082174	-1.375869025	0.31016797	-0.088080758	-0.23378122	-0.49187364	-1.901597267	0.156721026	-2.295974025	-0.987272388	-1.988083225	-0.787210788	-1.478741315	-0.761560963	-1.31699845	-1.6918681	-0.08482644	-1.718958275	-0.616173618	-1.758630575	-1.03756415	0.239200453	-1.018150983	-1.40408445	-1.512272725	0.236688456	-0.413431849	-0.002440564	-1.3456115	-0.615775393	-0.417302213	-0.736316793	-0.955722833	-1.322469625	-1.771836575	-1.772929175	-0.050454325	-0.72249961	-0.244100923	-0.696208403	-0.089702561	-0.830011263	0.109040228	-0.918799323	-0.811254915	-1.970444625	-1.265454975	-0.258162078	-1.720914325	-0.092731251	-0.84568991	-2.2695174	-1.019630565	-1.854598525	0.134640526	-2.3599252	-1.73518315	0.532040185	0.40754944	-2.0484351	-1.598231275	-1.84840145	-1.299530175	-2.40576	-0.342816471	0.313411523	-1.41011385	0.164070163	-1.087400763	-1.7059109	-2.35758235	-1.53052845	-1.6472231	-1.479193925	0.505381338	-1.9535403	-1.701890775	-1.7364379	-1.3435434	0.216102473	-2.079399525	-1.863669675	-0.655586992	-1.056308625	-0.946499025	-0.674662768	-1.98303455	-0.44927811	-2.1183082	-1.327835675	-1.003491725	-2.070113025	-1.63075724	-1.856035225	0.321805973	-1.90479405	-0.763159925	-1.215547585	-1.28278844	-1.50736893	-1.933981975	-1.722289975	-1.296913675	-1.014365988	-1.920996925	-1.830875075	0.017429246	-1.700229375	-0.917313053	-1.505492325	-1.103353943	-1.213030425	-1.71349015	-0.947019508	-1.186155093	-0.839704233	-1.870831375	-1.182893535	-2.054268	-2.246488225	-1.36961015	-1.4722276	-2.055902125	-2.127151675	-1.77065385	-1.7561027	-2.2531468	-2.212501525	-1.324068183	-1.045354879	-0.058562413	-2.296663875	-0.512514908	-2.650272075	-1.77232335	-2.320053875	0.184706019	0.083100395	-0.7201125	-1.744500075	-1.9371601	0.902439723	-2.2076753	-2.766242175	-2.29532845	-1.27864955
SEQ1009	0.151404513	0.413465365	0.141397028	-0.387553941	-0.108851294	0.140650939	0.204281461	-0.203406973	0.904877233	1.6824448	-0.692564813	0.440788708	0.83155775	0.032716639	0.350352845	-0.031741596	-0.137388301	-0.131454509	1.5465249	-0.024592832	0.9256789	-0.253374298	0.744775953	-0.246836862	0.014030503	-0.288105504	0.1133843	0.069676099	0.616011425	0.882099208	1.035591815	0.177038998	0.000436681	-0.301128093	0.089356075	0.63038625	0.45372936	0.022971885	0.043816637	0.431370585	0.849646693	1.486683875	0.055790389	0.019725817	-0.071574108	-0.372127972	0.834176925	0.73628175	0.322968902	0.511384963	0.352821334	-0.159819366	2.501448525	0.762290843	1.12179656	0.733426378	0.313576834	0.616755108	0.851016975	-0.054886415	0.508726465	0.271964295	1.9911955	0.336243644	0.538497455	0.001857963	0.857560923	0.338664208	0.805900405	0.159836128	0.571467	0.513169898	0.640063385	1.1684676	0.464660451	0.661869823	0.015474285	0.022836705	0.567317815	0.66884645	-0.177511526	0.468716645	0.307590743	0.541179083	1.163025025	0.71630999	0.036377054	-0.039897855	0.188721519	0.644473955	0.783083238	1.4948954	1.637996157	0.984581575	0.624635163	0.050525826	0.88412226	1.0398329	1.71994475	0.510001503	0.443652683	0.64509016	0.182911471	-0.037201576	0.184888237	-0.166203689	0.613928718	1.928655725	0.054726373	1.404945275	-0.68908056	0.537989363	0.504906225	-0.05055311	-0.12047337	-0.016543296	-0.102918499	0.48720348	0.223535283	-0.37423975	1.096800925	0.747145853	0.249590946	0.547433995	0.760306995	-0.35125828	1.105741415	0.647482283	0.370431663	0.507164365	2.063404675	0.850810725	0.66138758	-0.211112315	-0.235234613	0.55789954	-0.057824195	-0.18299435	1.03617934	-0.113797849	-0.27231781	0.092222446	0.030905148	-0.48481887	-0.2273178	1.78036465	0.624150743	0.691525008	0.124900768	0.99492586	0.660168893	0.36942974	0.84530046	0.496990628	1.39435675	0.474774438	1.845844875	1.4063851	0.928599015	0.63615036	0.241986919	0.855242665	1.317027175	0.169448415	1.383441305	0.087310951	1.201759325	0.514324143	1.333452075	0.669671738	0.294212975	0.112337117	0.376992035	0.465472645	1.267308825
SEQ101	-0.171106754	-0.419031495	-0.111536844	-0.731104385	-0.18979426	0.300804578	0.635497113	0.290371418	-0.008947511	0.320956525	-0.49003639	0.012271155	-0.17275801	-0.507164175	0.151000718	0.085292652	-0.2107159	-0.089966984	0.179050409	0.066939013	0.053175872	-0.195609884	0.160793208	-0.693062848	-0.161631986	0.386546115	-0.376604695	0.037533588	0.344864535	0.87710851	0.312303387	0.69753736	0.395103455	-0.20442984	0.000595569	0.031252407	0.4176914	0.293342245	-0.12213864	-0.870908635	0.888363618	0.348365973	0.39266499	-0.000414804	0.775481708	-0.050588807	0.777329758	0.151744879	0.486891757	0.449255833	0.575813598	0.796155583	-0.024174978	0.52338965	0.00017893	0.520740743	0.92084855	0.037721219	1.037503225	0.4760931	-0.146269583	0.35782445	-0.6450738	0.978653613	-0.588040535	-0.576158365	-0.567918213	-0.132964757	0.450970265	0.856956838	0.357236443	0.875602038	-0.928356425	-0.4318314	0.224457425	0.51500933	0.597452305	-0.43631142	0.36981179	-0.384968215	0.329745618	-0.23037139	0.388619035	0.442508343	-1.08628424	-0.901687715	0.969591575	0.591092838	-0.16161731	0.154750079	-0.023083206	0.257046291	-0.087871593	0.728549225	-0.548501223	-0.025498135	0.6055495	-0.167735253	-0.204273845	-0.296552005	-0.075930138	-0.789408967	0.440938435	0.051973228	-0.506331578	-1.2334759	-0.038261228	-0.88245365	-0.263010112	-0.91648261	0.036848945	0.305711035	0.631278523	-0.138686788	0.375966505	-0.087831403	-0.71716785	-0.071191618	-1.067760333	-1.511244575	-0.454613618	0.306676718	0.034248655	-0.013749158	0.070534266	0.125680789	0.73235355	0.351644198	-0.047170014	0.285292015	-0.613627327	0.64913166	0.53350896	-0.677159695	0.751578235	0.674252153	-0.218697977	0.029337173	0.574332415	0.95462922	-0.20345352	0.361418608	0.592309023	-0.249943908	-0.630758	-0.855401883	-0.831827363	-0.697781175	-0.774804375	-0.590072213	-1.098577625	-0.63887544	-0.407620785	-0.881880018	0.5813841	-0.56726136	-1.17471735	0.116473743	0.175444707	-0.61328164	-0.450083208	0.345974395	-0.476091155	-0.886352658	-0.01287866	0.18944646	0.085271595	-0.638829513	-1.06804389	0.221899153	0.31716292	0.009886787	0.110011374	-0.993482634	-0.7826698
SEQ1010	0.646798775	0.80704459	0.922547665	0.95248575	0.334868918	-0.17948667	0.143918779	-0.02236222	0.17190401	-0.187050552	-0.212906518	0.312582103	0.086012592	1.433684475	0.610982045	0.011625495	0.770116675	0.59413905	0.673988528	0.93729432	1.120872125	0.060482086	0.961200588	0.57965129	0.52681123	0.018867113	1.0082673	-0.820939305	0.00214017	1.004595763	0.6658375	0.717909623	0.269946294	0.047059576	0.5800589	0.48802488	-0.668892508	-0.155085888	1.065910415	0.82528797	0.047450528	1.639287875	-0.463872115	0	0.018186544	-0.670588065	-0.198910142	0.41471686	0.233803306	2.329554075	2.4109418	0.006454664	0.703277673	-0.291698303	0.476195737	0.134108964	-1.176581075	-0.157825998	2.317451675	-0.703075348	0.231221943	-0.022669787	0.566931133	-0.007673057	0.370896842	-1.249180838	0.30645998	0.153529639	1.229805753	-0.430378048	1.96336655	0.521157938	0.314371165	0.405127495	0.114589633	-0.356975068	-0.687635013	1.3104852	1.06473455	-0.142610622	-0.0248752	-0.684225718	-0.324903915	-0.37802199	1.009735585	1.3601982	1.096051783	-0.457115243	0.174570035	0.144593195	-0.256497798	-0.057467028	0.220601433	-0.414572313	-0.332961485	-0.558087315	-0.6166848	0.770735658	0.98796195	1.068296775	0.74959908	0.487246365	1.0730581	-0.439374398	0.315928464	-0.483409264	-0.606676775	0.662537348	0.172550771	0.787265705	-0.34417938	2.6033062	-0.268571309	0.64801375	0.425496408	-0.044383458	-0.291086293	-0.858778968	-0.681399382	-0.086476194	0.200430115	0.634340525	-0.8678872	-1.005444956	0.759423588	0.381113878	-0.046434643	0.316152451	1.97892715	2.1782424	-0.040479225	1.1031319	0.222018026	-0.347562698	0.4906467	-0.322420953	0.54416578	-0.244584319	-0.04281088	1.375430928	-0.090464022	-0.177713987	-0.283057864	0.351048417	-0.120854857	0.2316345	-0.29247772	0.494005553	0.56676518	0.101096681	0.350225338	0.47125134	0.164857609	-0.047975625	0.46457351	0.70452113	0.17231331	-0.582124743	-0.255456255	1.521758	-0.660371008	-0.184175258	0.947892475	0.186566516	-0.059783776	-0.4906425	-0.309595776	-1.5618107	0.181117668	-0.116085568	0.165219935	0.115955658	-0.71790988	-1.006102975	0.17056913
SEQ1011	0.546176523	-0.60826199	0.0362365	-0.599348001	-0.368345094	0.848982475	-0.021042666	-0.048354093	-0.149833798	0.40172688	-0.742166723	-0.057747338	0.468061018	-0.212439	-1.513574625	0	-1.181128545	-0.69820897	-0.936792275	-0.373142745	-0.59191162	0.3001839	-0.337571083	0.093712318	-0.737510335	-0.723454358	-0.552163288	0.89199038	0.158587302	0.410207223	0.731754438	-0.29276317	0.546492143	-0.451955433	1.113882988	0.856777015	0.906224387	0.332986825	1.206520267	-0.196258513	0.782450013	0.66805364	-0.37945976	1.037311725	1.150415175	0.665030643	1.117814625	0.251627728	0.539593095	0.479694193	0.163118226	0.351603735	-1.321495365	0.7429153	-0.048944317	-0.36585771	0.312947985	-0.177092945	-0.194025353	0.882633263	0.28130227	0.472235559	-0.43307757	0.46442841	-0.804678705	-1.024977945	0.65907503	-0.25876121	-0.095440932	-0.000570264	0.170957183	1.016387267	0.292034779	-1.0951006	0.126334175	-0.98074641	0.821417235	-0.519414904	-1.2746966	-1.4616598	-0.114038106	-0.483298534	0.254112915	-0.425910785	-0.35060922	-0.342024923	-0.017512339	1.024946	0.319157775	-0.50896256	-0.38995036	-0.153287093	-0.426385338	-0.05163398	-0.557108096	-0.678407063	-1.399453775	-0.770184443	-1.26851547	-0.828746578	-0.13646248	-0.214205194	0.838429533	-0.373426798	-1.14406365	-1.420486175	0	0.477699198	-0.24395732	0.587803528	-1.6980363	0.064391127	0.788184043	-0.515110733	0.57290507	0	-0.719943	-0.149671977	0.442629917	-1.346166	-1.87213595	-0.103133115	-1.077011175	-0.963364187	0.833141165	-0.7482456	-0.740431358	0.260485143	-0.21423492	0.290494965	-0.84318045	0.573020373	-0.063081145	-0.66517634	0	-0.693972673	-0.34329252	1.56640695	0.37829737	0.050975102	-0.861142108	0.165338131	0.584225787	-0.311149263	0.301050148	0.423018123	0.924474008	0.8815349	0.90094558	-0.012685433	0.286338065	-0.54183513	-1.438404725	-0.516402705	-0.192549875	-1.557801825	-1.525354375	0.086006632	0.24819948	-0.1345538	-0.295638438	0.480359335	-0.878889425	-0.07652368	-0.606183656	0.0822885	0.180233728	-0.772088715	-0.035894949	0.044704453	-0.266475567	0.641868963	-0.649740323	-0.55398992	-1.264992575
SEQ1012	-0.302416823	-0.343262793	0.569870585	-0.366242754	0.081428763	1.589923125	-0.218215253	0.230772118	-0.02881625	1.456044825	3.488445075	0.11661438	-0.096976803	0.319426179	0.094829663	-0.076257983	1.12010715	1.7969673	0.44174707	0.020847973	3.341348525	0.558166675	-0.299209735	-0.136058601	-0.367926618	-0.020144719	-0.393380205	1.257335075	0.51528227	0.9824498	0.777608465	1.03281355	0.366447535	0.120933172	0.4392104	1.055760925	1.7283661	0.138292221	0.343584355	0.051148504	0.703735138	1.56025495	-0.148372002	0.961846838	0.602877503	0.026068413	0.925063678	0.4633623	0.20835953	0.818723028	1.7288855	-0.132496133	-0.12458558	0.04531788	0.8175398	2.18342825	0.94040475	1.08634795	0.954064775	0.396329365	1.466267675	0.889557263	0.37066831	2.475817725	-0.133320768	0.661217888	0.35630411	0.3213052	0.408574973	0.495064715	1.94262855	1.4771878	-0.55203051	0.053399746	0.250946424	0.297936128	0.8890187	0.077215869	0.298756065	0.848054243	-0.51977906	0.9839795	0.140911062	0.717512598	0.389879928	1.450927925	0.36066304	3.161177375	0.40958367	0.38991409	0.157201375	0.162489913	-0.098451359	0.165789409	0.195687123	0.81660461	0.47172871	-0.17229621	0.154434578	0.114217277	0.126132593	0.174951723	0.273967575	1.624012125	0.112027845	0.433679225	0.588683445	0.531200073	-0.807540713	-0.06062478	-0.120031035	0.205934745	0.50274462	0.30487208	1.338306625	1.3641356	2.40468855	0.76878915	-0.01212466	1.011537615	-0.0653165	0.036495368	1.06181094	0.92515951	-0.26043579	0.482704143	1.1820515	-0.160112544	0.101207938	0.71146459	0.861294413	1.386448275	0.271954269	0.09264096	0.5528387	2.212852725	0.426275915	0.203529538	0.607634655	0.341121885	0.718392813	0.014415305	1.477185668	2.4109739	-0.282591955	0.324574845	-0.663658523	-0.363876268	-0.132843988	-0.103340149	-0.214994608	0.914071525	0.502233028	-0.131948358	-0.05384304	0.108270753	-0.532372555	0.038591833	0.563802504	0.29600985	0.24138843	0.312305465	0.548128265	0.273826453	-0.072025855	0.8864616	0.176011685	0.182031603	-0.16644834	-0.445248588	-0.31409885	0.047451685	0.09402073	0.24396825	0.668057113
SEQ1013	1.5270815	1.395214475	1.634063175	1.330908175	1.155171385	1.314784235	0.378414349	0.153817898	-0.576099651	0.58899271	0.255973123	0.746484423	1.6002884	0.927467985	-0.10450814	1.95010845	1.828096925	1.665256575	-0.134232821	2.4478932	1.138272025	2.05839225	0.163693105	0.331495885	0.300598333	0.56568255	0.181982543	0.547162468	0.86510086	1.137075093	0.1144972	0.634263155	0	0.47695921	0.40232374	0	0.6988766	1.5967153	-0.388078278	0.454606721	2.1703371	1.8255919	1.701001875	0.251632703	0	0.290260468	2.050771833	1.171279208	0.643234083	1.7823004	1.556322725	1.95005015	0.55675026	0.625831833	0.844809931	1.796420825	1.6878674	0.759115238	2.216461425	0.829340433	0.791420323	1.261241375	-0.085759597	2.042295033	1.1433421	-0.007926922	0.58124275	0.520554055	1.26909145	1.47305295	0.503018148	0	-0.197840807	1.201010413	1.467078333	0.423366388	0.915495675	1.801438275	1.09196836	-0.450205595	2.4172452	0.684272643	1.50835975	1.261532033	1.52242855	1.240859875	1.527687925	1.085007338	0.617571582	0.869203713	1.3853545	0.928970115	0.94846826	0.871349375	0.972843298	0.138110001	-0.010716945	1.80844775	1.16946225	1.7424151	2.18705085	0.155325491	-0.840998578	1.540825975	1.970894	-0.001926804	0.902381148	-0.18258785	1.401930225	-0.410704448	0.160386033	1.714967625	1.025058835	0.3121795	-0.404624877	1.5628548	0.220206955	1.716228375	-0.362133393	-0.852165248	1.166372225	2.415513675	-0.027125855	0.609674903	1.5775344	0.077019403	1.792832325	1.711097675	2.198336025	2.52063375	-0.835935215	0.98635065	1.217368475	0.394330543	1.6589006	0.707526713	0.002195946	1.078520285	1.129913988	2.0448293	-0.753483813	1.540505233	1.031908125	-0.568984593	-0.57459603	-0.020189125	0.322606658	-0.602858038	-0.648182348	0.123467849	0.420206233	1.102581075	0.791180208	-0.57347458	1.6623932	0.9498917	0.20711512	1.589343	0.91051369	-0.304024938	0.259889048	1.55465005	1.34810215	-0.319512859	0.341180149	0.761338815	-0.043803443	-0.876222213	-0.483899363	-0.237703868	0.571224711	0.389603508	0.39159557	-1.010900683	-1.135382875
SEQ1014	2.66072645	2.0331107	1.443257525	1.115790975	1.832679175	1.7129567	0.126504279	-0.209110133	-0.220213988	0.05187145	1.36556235	0.248115888	2.047130825	0.825116448	0.075193693	1.7678777	1.98142	1.627284975	1.192619725	1.857401525	2.0374683	1.6929089	-0.593959	0.544379935	1.51412025	-0.019862798	1.380346263	0.483076863	1.640009575	0.412867358	0.72557114	0.913151293	0.350031281	0.879844615	0.589665645	0.681347745	0.414879283	1.78116555	-0.551471363	1.902619	1.458241925	1.02233945	-0.161501068	0.556490578	0.76192559	0.644981335	1.896795725	1.74260125	0.995193878	1.9536573	1.3554627	1.025904488	1.2261931	0.793404793	0.855313383	1.53484915	1.21097545	0.55515424	1.00369617	1.081169775	0.432897518	1.113012875	0.118808943	2.694261725	1.44430815	0.358651735	1.252596	0.761344433	2.0873858	0.328250198	1.326519725	0.36565574	1.488889725	1.382592125	2.73183465	0.17640546	0.116797095	-0.024235602	0.863045268	-0.004366844	0.867843508	0.816496638	1.188300225	1.457732	1.81065195	1.578789375	0.733852883	1.419722035	1.891579625	0.265206884	1.22077145	-0.180484392	1.72144895	0.100314138	1.49835735	0.915071373	0.898364638	2.068230375	1.42950965	1.356227275	1.237980075	1.972761275	-0.202929281	0.8061185	1.37093865	1.265345475	1.105770375	2.087928275	0.638048945	2.364693575	-0.390784535	0.982796175	0.974651515	1.483847125	1.76584525	1.017380075	1.29038135	1.897004325	0.745254315	0.048432695	0.287538442	1.6557312	1.83641215	1.167780975	1.781798225	-0.086003116	1.3115855	1.7586044	1.660704525	2.333182	0.227436705	0.208966116	0.499124965	0.068197429	1.104186035	0.948677865	-0.091219284	0.208663556	1.0709576	0.215915788	1.3151021	1.01393071	2.0477127	2.111436025	-0.42620696	0.154956205	0.640956248	0.294795103	-0.458122515	0.160574114	1.928415075	1.40143085	0.942505488	-0.228133298	1.296209675	1.92037375	0.555081463	0.543245103	0.044889282	0.117843612	0.40004921	0.321202085	2.025981225	0.81868149	0.620504858	1.09966155	-0.225982345	0.565619223	-0.186019568	-0.41030932	-0.252228757	0.735557675	1.41898285	0.124036848	0.538074665
SEQ1015	2.03932555	1.9921289	2.5195273	0.484784595	0.194254634	0.445389245	0.697551905	0.773827735	0.458362978	0.539364028	-0.443112725	0.412833835	1.112810765	0.61754082	0.262582905	1.240108875	1.5179369	0.943931475	0.766794238	0.648660358	0.356930785	2.299177225	0.225741801	0.283430148	0.84951985	0.696222873	0.206539545	0.046428588	1.869034275	1.102676988	-0.322505511	2.187758925	1.303860575	0.567896215	-0.60377295	1.220665025	0.130922728	0.929355525	-0.74816749	-0.371729023	1.655089575	0.999590215	0.82359164	-0.040426508	1.5046857	0.06372576	1.195901875	0.993755983	1.4504943	1.03449919	1.01938261	1.2769234	0.589652775	0.339715187	0.96319874	1.35115525	0.639889813	1.049649268	1.3116039	0.545500145	0.22010065	1.2670955	-0.44086824	0.85271012	1.50630655	0.326433028	0.659114625	0.385569155	1.450079825	0.973614075	1.03138989	1.079470353	-0.137647034	2.034600775	0.435605496	0.694707615	0.255474813	1.427863	1.69768335	-0.774175725	0.58949021	0.705635925	1.107264113	1.170581375	0.492136455	1.165424675	1.655035825	0.602142947	0.475441933	0.7134302	0.7829919	0.461340583	0.659573505	0.278558058	0.614805418	1.03710225	2.153095375	0.846856598	0.940596975	0.449300955	0.661288245	0.623862005	-1.089586313	0.432722525	0.849124875	0.799885233	1.864689367	0.460317595	0.604428325	-0.032046362	1.284771425	1.496177575	0.7772891	0.9749803	-1.2853342	0.863036145	-0.672437925	0.539894455	-1.16887285	-0.656824908	0.073006109	0.7821447	2.010707475	1.304080275	1.10426916	0.561695183	0.847360875	0.9373316	1.49206035	0.577913033	-0.367821775	0.892081038	1.2121187	0.108642278	1.224143643	0.73508531	0.44527271	-0.750567913	0.563583715	1.6617128	0.086959193	0.57596397	0.447572568	-0.895428525	-0.331433465	-0.43623047	-0.69466554	0.677283813	-0.942465053	-0.1311145	0.309371305	1.22731455	-0.106797516	-0.60385144	1.596455	1.44012145	-0.433909005	0.870833675	1.436012925	-0.263789546	0.193929356	0.843444908	0.664745561	-0.643896945	0.832197925	0.101587645	-0.387086405	0.377177223	-0.776077855	-0.784023615	-0.317212873	0.4739284	-0.155877391	0.335639493	-0.239556453
SEQ1016	0.390236855	0.370086128	0.252536746	-0.30736992	0	0.52392555	0.43886098	-0.045011206	-0.088054548	0.114802988	-0.13211676	0.5516238	0.21629071	-0.104836664	-0.96491225	0.397335338	-0.32313327	0.206847951	-0.3048686	0	-0.099435888	0.076154829	-0.281076697	0.151268814	-0.328585595	-0.432593756	-1.4961411	0.089247863	0.101355326	-0.196964845	0.138211334	0.500079793	0.218311743	0.383685805	-0.754475655	0.122845268	0.19064779	0.297176421	0.801504195	0.373697723	0.347575735	-0.019911602	0.118102506	-0.44458235	0.18810506	0.647602163	0.991565125	0.175104955	0.765818283	0.181923943	0.10616478	0.70520695	-0.479926853	0.29384642	0.045370601	-0.417377627	0.4623913	-0.179059505	-0.262399495	0.64226019	0.15697444	0.30011067	0.145092943	0.16580235	-0.094118073	0.288200778	0.599855798	-0.237183095	-0.19736641	0.683075378	-0.3580304	0.66321693	0.697687657	-0.457651763	-0.137957373	-0.2959354	0.337786	0.19098718	-0.002936391	-0.7935728	0.033612276	0.4236508	0.01669496	0.05725284	0.213911033	0.300376605	0.396090708	0.80940497	0.109475961	-0.570963773	0.156516685	0.191741728	0	0.481358585	0.090451259	-0.057118318	-0.748281715	-0.509698583	-0.108387132	-0.30605092	0.28659986	0.165973833	0.570830867	0.372558442	-0.479183702	-0.000397753	0.45736593	0.57378715	0.008992448	0.69556303	1.2377814	-0.44009426	0.706057545	0.499908585	0.51021972	-0.0778979	-0.003151739	-0.10825237	1.21456335	-1.0313137	-0.93329595	0.206227475	0.280644778	0.377386858	0.494165933	0.427418765	-0.94046255	0.531236987	0.201756894	0.340794975	-0.44346306	0.375263875	0.342114398	-0.256254173	0.868503725	-0.10970947	0.171675175	1.0445378	0.427111018	0.596341948	-0.428260387	0	0.865651325	0.65481098	0.771666353	0.343626377	1.1379535	0.703656753	0.960624718	0.281319514	0.53694549	-0.034085906	-0.938376065	0.565870089	-0.064835973	-1.41313194	-0.760802825	0.379341215	0.691858513	-0.46819321	-0.113395748	0.806455778	-1.078148927	0.145068025	0.634734467	0.77972153	-0.328991075	0.235033726	0.00793762	0.08374933	-0.785630918	0.96270761	-0.430165785	-0.09263023	-0.300302315
